-0.357563	0.283313	2.891167	-0.3528284	0.3580096	2.878931	-0.3287936	0.7314925	2.79992	-0.4091115	0.8968384	2.794611	-0.2600333	0.6046907	2.954405	-0.1772988	0.4004538	3.070743	-0.4245261	0.3337038	3.052748	-0.4647827	0.3324425	3.030766	-0.4062186	0.5919817	2.692671	-0.429765	0.3354423	2.708961	-0.477055	0.08202916	2.731652	-0.5022911	0.02631658	2.742284	-0.3299091	0.2094636	2.981144	-0.2873471	-0.3468735	2.93494	-0.2238018	-0.6951831	3.006533	-0.3200015	-0.6988669	3.066574	-0.3951663	0.2037446	2.837418	-0.4552024	-0.3408856	3.130253	-0.5817937	-0.6972423	3.239403	-0.6602669	-0.7315298	3.288393	-0.366385	0.0001038778	3.079588	
-0.3867976	0.220955	2.939751	-0.3832445	0.3038167	2.923061	-0.3597479	0.7201153	2.820445	-0.4333607	0.8928961	2.801474	-0.276458	0.6030308	2.961353	-0.197132	0.4001772	3.071572	-0.44055	0.3348481	3.058216	-0.4813137	0.3281646	3.033889	-0.4312686	0.5786197	2.719862	-0.4663969	0.3307323	2.708114	-0.5081171	0.08165543	2.740365	-0.5373412	0.02404	2.746118	-0.3576742	0.1462293	3.037206	-0.2894096	-0.382722	2.927818	-0.2225063	-0.6962395	3.011562	-0.2631117	-0.7672362	3.021111	-0.423021	0.134701	2.884439	-0.4199965	-0.3373684	3.080345	-0.6368555	-0.6782817	3.249914	-0.7115982	-0.7112234	3.302002	-0.3965945	0.005416715	3.089692	
-0.42048	0.279193	2.906762	-0.4159353	0.3536186	2.897588	-0.3845276	0.7243307	2.830536	-0.4599713	0.8884294	2.810652	-0.3142994	0.5954214	2.971235	-0.2364043	0.3949855	3.072266	-0.481176	0.3282571	3.058404	-0.5563806	0.3095696	3.033761	-0.455444	0.5809585	2.708453	-0.4887751	0.3289098	2.715885	-0.549974	0.08179443	2.744812	-0.576287	0.01801581	2.748433	-0.3933729	0.1960144	3.004848	-0.2934981	-0.3842558	2.925148	-0.2218258	-0.6968523	3.010959	-0.2659892	-0.7660504	3.022627	-0.4583372	0.1902938	2.841836	-0.4887631	-0.332934	3.134946	-0.6835451	-0.670899	3.250721	-0.7618653	-0.7050156	3.297811	-0.4248396	-0.008930475	3.097552	
-0.448044	0.2719426	2.934474	-0.442	0.3471098	2.921568	-0.4166945	0.7210166	2.846029	-0.4897475	0.8932425	2.825341	-0.3301187	0.5921452	2.983766	-0.2723749	0.3822418	3.082948	-0.5200673	0.3191288	3.064994	-0.5893456	0.3067122	3.047436	-0.4954947	0.5689828	2.754435	-0.5574635	0.3385001	2.878859	-0.5833634	0.1172	2.764212	-0.6071753	0.04618169	2.761384	-0.4143423	0.1968082	3.02251	-0.3085471	-0.4286305	2.925996	-0.2174767	-0.7169925	3.017532	-0.2799986	-0.7723842	3.022739	-0.4910317	0.1874388	2.882633	-0.5016648	-0.3367027	3.134327	-0.6902098	-0.6707167	3.249832	-0.7634073	-0.7038124	3.306765	-0.4475919	-0.006731866	3.104449	
-0.469106	0.2603135	2.962049	-0.4663494	0.3352857	2.948872	-0.4504718	0.711253	2.862932	-0.5190921	0.8864417	2.844549	-0.3749854	0.5753804	3.004879	-0.2949013	0.3712021	3.098805	-0.5387586	0.316605	3.088412	-0.615122	0.3074088	3.08949	-0.5316024	0.5767869	2.720468	-0.5696754	0.2950944	2.734632	-0.6080797	0.07330607	2.756084	-0.6405246	-0.001209177	2.756536	-0.4405814	0.1780864	3.061989	-0.3676137	-0.3691377	2.947097	-0.224724	-0.700577	3.01403	-0.2834243	-0.7633296	3.017905	-0.505646	0.1809545	2.904377	-0.4846837	-0.3516631	3.065412	-0.7303779	-0.6628039	3.250546	-0.8107128	-0.6982986	3.300812	-0.4760045	-0.004511533	3.113876	
-0.523028	0.2350909	2.953585	-0.5169176	0.3145456	2.942168	-0.476029	0.7116606	2.865796	-0.5417901	0.892236	2.84083	-0.3996563	0.5828897	3.009288	-0.3133344	0.3678263	3.109285	-0.5469736	0.3192146	3.099403	-0.6312139	0.3066155	3.08462	-0.5542812	0.5768077	2.736567	-0.6085197	0.3147501	2.899246	-0.6454715	0.07022407	2.763617	-0.6808289	-0.008599326	2.766846	-0.4956939	0.1523391	3.051448	-0.4156208	-0.356278	2.957611	-0.2287263	-0.7010486	3.012846	-0.28622	-0.7671109	3.017494	-0.5636312	0.148332	2.891563	-0.5108404	-0.3421614	3.067996	-0.6723176	-0.6644571	3.23736	-0.7540132	-0.6996953	3.289606	-0.4990737	-0.01516408	3.125433	
-0.5427437	0.2547131	2.965533	-0.535822	0.3310786	2.954248	-0.5055851	0.7174548	2.884147	-0.5779575	0.9017745	2.843321	-0.4410975	0.5934413	3.033429	-0.3781097	0.3601014	3.132544	-0.6039388	0.320985	3.109439	-0.6884575	0.3097583	3.084489	-0.5869582	0.5833582	2.745533	-0.6584809	0.3058073	2.902431	-0.6710342	0.08720096	2.771278	-0.6928874	0.001102835	2.772497	-0.515797	0.1715191	3.063971	-0.4648277	-0.3049905	2.988658	-0.2531311	-0.6876372	3.016089	-0.3007017	-0.7634428	3.013365	-0.5833046	0.1672175	2.902762	-0.5588498	-0.3422395	3.092355	-0.7337994	-0.6696159	3.255193	-0.8193229	-0.7066385	3.304296	-0.520501	0.001433765	3.130596	
-0.5751278	0.2780928	2.997852	-0.5695598	0.3537987	2.983921	-0.5346909	0.7295567	2.894059	-0.6104527	0.9008085	2.846063	-0.4620265	0.5987632	3.039913	-0.3970105	0.3665327	3.141348	-0.667249	0.3258163	3.102698	-0.720445	0.2898462	3.091095	-0.6161703	0.6036245	2.756048	-0.677314	0.3416975	2.963208	-0.70992	0.07737327	2.795656	-0.7386054	-0.004713461	2.810936	-0.5480176	0.1958703	3.0955	-0.64319	-0.283489	3.176637	-0.35673	-0.6008364	3.060627	-0.4420273	-0.6371214	3.113981	-0.6143851	0.1983539	2.941609	-0.5658505	-0.3680116	3.080726	-0.7312569	-0.6694848	3.256042	-0.8165542	-0.7057698	3.309397	-0.541234	0.005922113	3.143816	
-0.6031262	0.2789432	2.996737	-0.5952257	0.3556657	2.985047	-0.5629414	0.7400535	2.909948	-0.6311129	0.9183179	2.875908	-0.5059106	0.6047388	3.052255	-0.4225576	0.3910703	3.158236	-0.6889853	0.3331847	3.109408	-0.7682527	0.3304443	3.111792	-0.6613526	0.5831522	2.794853	-0.700267	0.3059722	2.989248	-0.7461805	0.04165491	2.820202	-0.7406053	-0.02498996	2.819056	-0.5776378	0.1997217	3.092952	-0.6468175	-0.2776155	3.175642	-0.3621323	-0.6011306	3.05026	-0.3546215	-0.7216645	3.018537	-0.6475357	0.1923048	2.936792	-0.5577965	-0.4113074	3.050046	-0.7299128	-0.6692539	3.257275	-0.8149623	-0.7063338	3.313674	-0.5685219	0.0291014	3.155931	
-0.642331	0.2638438	3.016368	-0.6352125	0.3441156	3.000999	-0.600028	0.7436511	2.908273	-0.6570575	0.9239565	2.882688	-0.5218567	0.6091779	3.059377	-0.4513065	0.3947279	3.176221	-0.6844187	0.3482049	3.142157	-0.771221	0.3342324	3.117175	-0.68474	0.5899534	2.813414	-0.7577058	0.3219104	3.017015	-0.7566406	0.0604136	2.833923	-0.7855209	-0.02035945	2.842593	-0.6082218	0.2103049	3.103456	-0.6572096	-0.275044	3.181435	-0.3848706	-0.6097328	3.043684	-0.3900063	-0.7338504	3.022163	-0.6856365	0.1523735	2.97001	-0.5371853	-0.4346355	3.008553	-0.7281234	-0.6690029	3.255162	-0.8118799	-0.7054793	3.315768	-0.5952423	0.03509965	3.16928	
-0.66818	0.2680829	3.018611	-0.6618548	0.3492082	3.005627	-0.6318104	0.7556762	2.925432	-0.7073256	0.9286502	2.900156	-0.5592619	0.6168566	3.070369	-0.477906	0.4088229	3.194633	-0.7260085	0.3564983	3.149431	-0.7993788	0.3436325	3.121656	-0.7194689	0.6041245	2.836987	-0.7707232	0.3175194	3.018977	-0.7716185	0.07343982	2.813631	-0.7718165	-0.007920027	2.74023	-0.6451538	0.2200211	3.097415	-0.6881268	-0.2785622	3.174473	-0.4086927	-0.6099364	3.036232	-0.4606623	-0.7258653	3.035044	-0.709834	0.1634969	2.973871	-0.64169	-0.3709419	3.140523	-0.7324634	-0.6897049	3.261321	-0.8155203	-0.7270135	3.323891	-0.626353	0.04622205	3.174955	
-0.7125376	0.2501129	3.020148	-0.7008536	0.3371983	3.009226	-0.6525008	0.7634811	2.934515	-0.7220248	0.9289577	2.908466	-0.5869874	0.6256565	3.079064	-0.5120152	0.4114152	3.197941	-0.7418545	0.3548168	3.151055	-0.834016	0.3581944	3.137976	-0.736892	0.6107346	2.84469	-0.8012667	0.3229505	3.023241	-0.8088851	0.06769937	2.828103	-0.8392143	0.01194507	2.896277	-0.6901802	0.2040656	3.08439	-0.6966012	-0.2869086	3.175869	-0.4893645	-0.6119008	3.065911	-0.5218903	-0.7015112	3.053666	-0.7440434	0.1580198	2.980643	-0.7656182	-0.4127582	3.021807	-0.7198704	-0.6760349	3.263649	-0.8047047	-0.7130208	3.323381	-0.6575103	0.03361087	3.187193	
-0.7288179	0.2472768	3.023104	-0.7223098	0.3348855	3.012664	-0.6930064	0.775185	2.942134	-0.7732278	0.9346397	2.913068	-0.6161797	0.6323087	3.086277	-0.552505	0.4129528	3.204535	-0.785815	0.3599939	3.163111	-0.8767421	0.3490256	3.139773	-0.7789215	0.6229656	2.852745	-0.8208932	0.3265796	3.025506	-0.8236356	0.07113442	2.828003	-0.8244506	-0.01401399	2.757277	-0.7031917	0.2004899	3.086771	-0.7071276	-0.2959399	3.178718	-0.4970248	-0.6093061	3.075237	-0.5939097	-0.6460758	3.147739	-0.7673895	0.1559408	2.984845	-0.8026472	-0.4052453	3.013856	-0.724283	-0.6667916	3.25391	-0.8062418	-0.7046803	3.316694	-0.691249	0.07234392	3.191922	
-0.7614856	0.2451042	3.0247	-0.7541598	0.3340713	3.014216	-0.7163273	0.7786483	2.943271	-0.7935619	0.9425408	2.918741	-0.6385525	0.6372099	3.09225	-0.5689791	0.4192993	3.211196	-0.8021929	0.3635437	3.170631	-0.8956459	0.3583919	3.146197	-0.8226383	0.586909	2.864105	-0.8747647	0.2905678	3.035414	-0.8757654	0.04697315	2.823889	-0.8759979	-0.03422508	2.748399	-0.7375332	0.185809	3.090785	-0.721333	-0.3022018	3.178979	-0.53985	-0.6062211	3.105252	-0.6351157	-0.6504918	3.177211	-0.7989757	0.1604832	2.984698	-0.8846102	-0.2807234	3.054384	-0.7370602	-0.6831599	3.254589	-0.8169608	-0.7204626	3.321553	-0.7254835	0.0914868	3.199714	
-0.7816768	0.2393502	3.04318	-0.7769068	0.3273524	3.032535	-0.7567497	0.7658397	2.961262	-0.8314992	0.9300032	2.932143	-0.6685503	0.6376896	3.107338	-0.5989059	0.4207187	3.222091	-0.8722169	0.3736238	3.190011	-0.9346495	0.3792118	3.156012	-0.8473282	0.5752603	2.87796	-0.8969084	0.2589158	2.985439	-0.9283588	-0.06256986	2.934875	-0.9577649	-0.1207659	3.005983	-0.754584	0.1788183	3.110265	-0.7498778	-0.3393975	3.17432	-0.5494892	-0.6092643	3.099408	-0.6432096	-0.653266	3.17312	-0.8174643	0.1555299	3.002653	-0.9286316	-0.2725942	3.06002	-0.7140317	-0.6561349	3.23876	-0.8100368	-0.6948169	3.165005	-0.7570687	0.07874645	3.207731	
-0.8077657	0.2433866	3.048832	-0.8023347	0.3313982	3.037907	-0.7741894	0.7704005	2.964934	-0.8477715	0.9342716	2.937335	-0.6988279	0.6380994	3.115349	-0.6338986	0.4250951	3.237338	-0.8846052	0.3731577	3.190635	-0.9489634	0.3823213	3.161756	-0.8713722	0.5786629	2.884321	-0.9208913	0.2642694	2.987429	-0.9522774	-0.05404907	2.935635	-0.9816111	-0.1121015	3.006568	-0.7830107	0.1806925	3.121066	-0.7380069	-0.3144892	3.193101	-0.5746205	-0.6081542	3.097213	-0.6638277	-0.6552399	3.174067	-0.8422692	0.1557226	3.005052	-0.9494531	-0.2975664	3.075444	-0.8489672	-0.6582941	3.15282	-0.8926899	-0.7313738	3.191978	-0.7861068	0.05687037	3.20958	
-0.8380196	0.2506024	3.061816	-0.833239	0.3375343	3.051366	-0.8101385	0.7718305	2.981446	-0.8863434	0.9337077	2.950392	-0.7258359	0.6425868	3.122646	-0.6593494	0.4210662	3.239717	-0.8933954	0.3767406	3.198019	-0.9758943	0.3826911	3.175103	-0.8911186	0.6353425	2.879878	-0.9486158	0.3495245	3.051174	-0.9624395	0.07232362	2.898612	-0.9919902	0.01384144	2.97007	-0.8107092	0.1924148	3.137002	-0.7401859	-0.3083246	3.197191	-0.7526497	-0.6654314	3.230207	-0.7936174	-0.7271773	3.287325	-0.8742781	0.1589866	3.01453	-1.001009	-0.3188379	3.086707	-0.8976931	-0.6794435	3.180566	-0.94668	-0.7528491	3.211635	-0.8190368	0.01720553	3.221388	
-0.8664736	0.2369047	3.06686	-0.8601249	0.3271647	3.056007	-0.8310615	0.7748197	2.984167	-0.9329576	0.9356619	2.931767	-0.7596692	0.638648	3.137592	-0.6923014	0.4149109	3.247625	-0.9262598	0.3817732	3.20339	-0.9931987	0.3796003	3.177381	-0.9067487	0.6378249	2.880965	-0.9639232	0.3536571	3.051728	-0.9779104	0.07739779	2.901394	-1.007538	0.01876279	2.973038	-0.8348894	0.1873901	3.131073	-0.7501114	-0.3023598	3.204437	-0.7220287	-0.6716913	3.25296	-0.8004452	-0.7221094	3.275865	-0.9017563	0.1573974	3.02641	-1.021607	-0.3111331	3.089392	-0.9955847	-0.6918635	3.189176	-1.080309	-0.7298889	3.243924	-0.849528	0.008262831	3.229691	
-0.8899495	0.2400486	3.069803	-0.8869477	0.3297852	3.059232	-0.8726667	0.7768739	2.987617	-0.9475444	0.9401606	2.938475	-0.7798932	0.6409828	3.138281	-0.7310101	0.4186032	3.259715	-0.9552997	0.3736001	3.212579	-1.052724	0.3712728	3.20155	-0.9502029	0.6402383	2.884105	-1.007048	0.3577481	3.054247	-1.021196	0.08246177	2.906121	-1.051089	0.02330221	2.978406	-0.8589808	0.1897577	3.135418	-0.7660131	-0.2991644	3.214024	-0.7217752	-0.6682437	3.252791	-0.7908179	-0.7216992	3.282019	-0.927802	0.1572385	3.028917	-1.055569	-0.3230053	3.105684	-1.096863	-0.6887154	3.21029	-1.213831	-0.7315552	3.208617	-0.8810924	0.01121424	3.23748	
-0.9298835	0.217859	3.076237	-0.9252934	0.3105018	3.064654	-0.9026626	0.7711704	2.988791	-1.000488	0.9444314	2.935997	-0.8214272	0.638868	3.144402	-0.7543364	0.4216382	3.263745	-1.000904	0.3746566	3.218204	-1.085938	0.3658943	3.21592	-0.9789314	0.6346371	2.885155	-1.036361	0.3492365	3.056995	-1.050233	0.07227218	2.905344	-1.080252	0.01286437	2.977932	-0.8971564	0.1732844	3.130665	-0.7842733	-0.3002224	3.221188	-0.7218276	-0.661269	3.252976	-0.7873457	-0.7204208	3.283231	-0.9620761	0.1457709	3.042717	-1.063477	-0.3263686	3.110318	-1.213286	-0.6919923	3.217783	-1.339012	-0.6914137	3.216459	-0.9113327	0.0117402	3.244091	
-0.955089	0.2387607	3.084649	-0.9510735	0.3266484	3.070932	-0.9385454	0.7698244	2.98532	-1.035866	0.9422598	2.927572	-0.8441216	0.6388901	3.146556	-0.7715145	0.4210957	3.271858	-1.001051	0.3747029	3.228672	-1.098334	0.3543124	3.224455	-1.015555	0.6331702	2.881662	-1.026878	0.4168452	3.155836	-1.02747	0.1442589	2.992084	-1.057793	0.08424773	3.06541	-0.9260243	0.1881218	3.162561	-0.8552642	-0.2952758	3.206954	-0.722927	-0.6590297	3.252707	-0.7859425	-0.7203835	3.283851	-0.9882293	0.1489388	3.042039	-1.086668	-0.3321943	3.122919	-1.28946	-0.6829423	3.22393	-1.406593	-0.674929	3.227289	-0.9441161	0.001460551	3.249684	
-0.9773741	0.2305758	3.104852	-0.9766092	0.3198525	3.088526	-0.9760485	0.7671133	2.987699	-1.04942	0.9352638	2.944035	-0.8850639	0.6286216	3.160233	-0.8020794	0.4221121	3.283352	-1.027372	0.3706383	3.232061	-1.126189	0.3506219	3.229668	-1.052532	0.6304746	2.88405	-1.119727	0.3967624	3.130308	-1.141593	0.1042074	3.005763	-1.172333	0.04337221	3.080095	-0.9349644	0.1873924	3.169254	-0.8626511	-0.2932444	3.210792	-0.7256284	-0.6568967	3.253097	-0.7855114	-0.7206126	3.283897	-1.021022	0.1438053	3.074801	-1.123287	-0.3414006	3.136971	-1.336098	-0.6755035	3.228635	-1.460999	-0.6641895	3.230455	-0.9717892	0.001272282	3.257405	
-1.033548	0.2168487	3.097683	-1.03075	0.3071963	3.082867	-1.009299	0.7603689	2.989344	-1.094468	0.9205292	2.966847	-0.9150991	0.6279135	3.153856	-0.8525331	0.4123982	3.280082	-1.10281	0.3605722	3.252043	-1.174766	0.345653	3.239493	-1.086141	0.6236782	2.885725	-1.163426	0.3783265	3.112731	-1.18366	0.09804052	2.967915	-1.214403	0.03719918	3.042254	-0.9986874	0.1656518	3.167105	-0.869596	-0.2999238	3.227722	-0.7315899	-0.6530914	3.255251	-0.7867357	-0.7204657	3.28573	-1.072717	0.1344869	3.058678	-1.165669	-0.3517332	3.146612	-1.350184	-0.6791865	3.231881	-1.459462	-0.6830693	3.236467	-1.000517	-0.002572919	3.260127	
-1.055865	0.2087595	3.10391	-1.053644	0.3008287	3.088762	-1.048643	0.7618663	2.995157	-1.103957	0.9380327	2.975939	-0.9551836	0.6211118	3.159522	-0.8811215	0.4141825	3.283353	-1.109683	0.3564365	3.264065	-1.179824	0.3471059	3.240644	-1.125239	0.6252001	2.891514	-1.194351	0.3793697	3.118591	-1.211854	0.1010064	2.973249	-1.24259	0.04017812	3.047573	-1.016594	0.1630594	3.164679	-0.888649	-0.3063736	3.237257	-0.7354249	-0.6540034	3.256848	-0.7936512	-0.7189691	3.290707	-1.096504	0.1333665	3.071776	-1.185928	-0.3366587	3.149844	-1.290865	-0.6872016	3.238094	-1.416872	-0.6986763	3.242618	-1.026721	-0.005588961	3.266071	
-1.094735	0.2086046	3.117588	-1.093287	0.300761	3.102209	-1.080985	0.7616333	3.004566	-1.156798	0.9656149	2.96776	-0.9914038	0.6256585	3.159439	-0.9232583	0.4089099	3.280536	-1.179232	0.3538852	3.260226	-1.248509	0.3518282	3.232917	-1.157753	0.6249732	2.900962	-1.22412	0.385165	3.13407	-1.243204	0.1023653	3.000015	-1.273923	0.04156992	3.074299	-1.060947	0.167194	3.175188	-0.9184549	-0.3069745	3.247181	-0.7477025	-0.6567773	3.261351	-0.8093246	-0.7209386	3.294073	-1.131683	0.1339524	3.086936	-1.229113	-0.3278203	3.152163	-1.29125	-0.6856118	3.238061	-1.418205	-0.7028469	3.243671	-1.051512	-0.006908257	3.271169	
