-0.8137389	-0.752209	-0.6248581	-0.4324744	-0.7518718	-0.355711	-0.5104658	0.4335554	-0.3321485	-0.665005	0.6242106	-0.2426218	-0.5896994	0.1803264	-0.1485153	-0.9270089	-0.819494	-0.5044913	0.2716965	-0.2868933	0.1210575	-0.7499986	0.2499016	0.1133194	-0.5792732	-0.4289353	-0.4499994	0.4847512	-0.08702387	-0.3954355	-0.7359945	-0.08519286	-0.3022496	-0.9191346	0.8176416	-0.1496395	-0.1273968	0.05547862	-0.1050557	-0.2725877	-0.849941	-0.01226044	0.4023974	0.7813733	-0.1030074	-0.9457184	0.5799251	-0.2940974	-0.3153231	0.8870777	-0.09813321	-0.477345	-0.3006226	-0.5524685	0.03298697	0.8761367	-0.2493634	-0.6787514	-0.7946199	0.0646666	
-0.7883099	-0.3200139	-0.4428329	-0.8405228	-0.89197	-0.3555261	-0.8466856	-0.5600886	-0.08069284	-0.9452181	-0.06882893	-0.1905786	-0.1082392	-0.2841914	-0.4231967	-0.7225761	-0.5218544	-0.03175393	-0.5827719	-0.5125623	-0.2524843	0.3019223	0.04428007	-0.2364129	0.06377463	0.6258452	-0.583925	-0.5256904	-0.264673	0.1869365	-0.7791553	-0.2751119	-0.2904729	0.278646	-0.320869	-0.03103973	-0.2219373	0.6129581	0.09017123	-0.521817	0.8308161	-0.1564247	0.2050759	-0.1742547	-0.2415503	-0.791414	0.4840033	0.2063856	0.346773	-0.01287874	-0.03714349	0.1979939	0.8347369	0.08356782	-0.4129629	-0.442027	0.04554415	0.2168395	-0.20326	-0.48781	
-0.5624399	0.5457842	0.07739147	0.11375	0.7447399	-0.5881542	-0.7788686	0.461172	-0.6665747	-0.09598055	0.315096	-0.3107209	0.3591464	0.8797135	-0.4071556	0.4027093	-0.858766	-0.5824894	-0.938459	0.1150548	-0.6179498	-0.7665546	-0.1623805	0.0975607	-0.5697138	-0.2968122	-0.2991784	-0.06546891	-0.09500522	-0.6275135	0.4355105	0.3945356	-0.3061382	0.02632995	-0.9309651	-0.551743	0.1706986	-0.8658553	-0.210933	-0.3633579	0.9418783	-0.6729769	0.5231365	-0.4145713	0.0623371	-0.4863498	0.7510454	0.1931871	-0.1206304	-0.08945233	-0.4908456	0.1106284	0.5004392	0.06680358	-0.7279286	-0.721018	-0.3560989	0.5305246	-0.1054647	-0.2019504	
0.07779814	0.04188034	-0.4263734	0.4987065	0.2754771	0.1772524	0.5567756	-0.5557465	0.1536711	-0.7035959	-0.6851956	-0.6802555	-0.06128469	0.2194756	-0.1683159	-0.8544344	-0.6981611	-0.5669278	-0.8877875	0.8509371	-0.2705155	-0.2647526	-0.9122955	0.2114154	0.3343164	-0.5659353	0.1650162	-0.06361815	-0.01455391	0.1169096	0.2349881	0.4959198	-0.1375993	0.5493652	0.3914804	-0.2674009	0.1491621	-0.9517592	-0.1050751	0.3709524	-0.3815352	-0.07931132	-0.8805581	-0.234519	-0.4080793	-0.6281053	-0.7623696	-0.5536241	-0.5511211	-0.8206792	0.2034146	-0.5920314	0.8381866	-0.228229	-0.8316333	-0.5432462	-0.2423506	-0.509676	-0.7720302	-0.2944891	
-0.9265031	-0.1864556	-0.03624855	-0.8851973	-0.247289	-0.33213	-0.3494528	0.1738259	0.134453	-0.7802315	-0.3307742	-0.5662771	-0.2133626	-0.6584153	-0.1136745	0.2424659	-0.1923476	-0.09940093	0.09624729	0.2527577	-0.5927079	0.2632293	-0.3571067	-0.3108048	0.4188013	0.07888158	0.05572888	-0.7944719	0.7902705	-0.2513433	0.522304	-0.1370876	0.1308815	-0.6280987	0.6829894	0.1237839	0.4919671	-0.9771734	-0.6776289	0.4365794	0.6001583	-0.2188862	-0.5943719	-0.6889198	-0.01253465	0.3492104	0.4717232	0.008451208	0.3715601	-0.42131	0.05173777	0.3237367	0.1798955	-0.2598488	-0.4448484	-0.5697998	-0.6046293	-0.4847012	-0.7165341	0.0631713	
-0.08874165	-0.4116621	-0.07104287	-0.2973497	-0.7146552	0.124428	-0.6096671	-0.4505499	-0.406243	0.1645642	0.6375929	-0.3206531	0.02674549	0.5209529	0.05335511	-0.06510011	0.118153	-0.5301128	0.06214449	-0.8937659	0.03234457	-0.8674859	-0.5393649	-0.1233343	0.05404187	-0.7281417	0.0674193	-0.2890398	0.7226687	-0.1042806	0.2796889	0.2710523	0.09347101	-0.6831686	-0.3085428	-0.2156974	0.3154947	0.576569	-0.6716341	0.3338201	0.2482062	-0.2571015	-0.2486795	-0.7173182	-0.2756225	-0.3199273	-0.6017513	0.05628805	0.036993	0.4703368	-0.1041061	0.4389924	0.2557597	-0.6015866	-0.8951927	0.0168892	-0.6244873	-0.8590418	0.506751	-0.6772977	
-0.8510969	0.5462568	-0.3284788	0.0559259	0.8101518	-0.5140558	-0.1329777	-0.07149858	-0.2999991	-0.4939706	0.4692498	0.002024905	-0.7087598	0.6091177	-0.3140313	-0.4596237	0.1633517	-0.601253	-0.6906261	-0.5029004	0.1555437	-0.928364	0.5393153	-0.5668625	0.5642	0.7534197	-0.6764625	0.223511	-0.7108613	0.06351279	-0.2586236	0.5251434	-0.6512516	-0.9375728	0.5384736	0.07617313	-0.8268971	0.5668311	-0.4922741	-0.5455399	0.7179182	-0.03119028	-0.3470494	-0.3012969	-0.6830308	0.385747	0.4907488	0.05060061	0.08019058	0.3986549	0.146263	0.5253623	0.7417184	-0.2167003	-0.8381853	-0.8839086	-0.6803238	-0.5456232	0.3052911	-0.6573021	
-0.6735845	0.5002055	-0.3879109	-0.04773615	0.6557689	0.1881394	0.1531429	-0.689302	-0.6508696	-0.09269205	-0.5114987	0.02742597	0.3809506	0.7716768	-0.3504876	-0.6326122	0.2114965	-0.2948591	-0.7514598	-0.7539713	-0.5620821	-0.6600326	-0.7990867	-0.2990246	0.4251252	-0.04876261	0.1138451	-0.1673814	0.8303605	-0.02586577	0.3269877	0.5967921	-0.562605	-0.6691697	-0.8187031	-0.5828694	-0.3463193	0.5736271	-0.228536	-0.9027389	-0.6844336	-0.1379127	0.2343112	-0.7611246	-0.2627052	-0.746965	-0.7976853	0.200131	-0.7217856	0.694003	-0.2925001	-0.08470938	-0.7188069	-0.1937616	0.4041233	0.9405858	-0.08277898	0.4147908	0.3507662	-0.3577788	
-0.8219842	-0.5715313	-0.4886642	-0.4881434	0.419059	-0.298458	0.04662416	0.3653752	0.05181142	-0.5557318	0.590347	0.04654446	0.4527919	-0.7888666	0.1818307	-0.1498961	-0.1904781	0.1964304	0.5033243	0.5220022	-0.3372536	0.4191702	-0.2711958	-0.6204857	-0.4980434	-0.4544523	-0.07523915	-0.0567155	-0.4202747	-0.5994604	-0.277763	-0.01938676	-0.5804891	-0.7294396	0.8542878	0.1617802	-0.3563725	-0.05539478	-0.3316991	-0.8868961	-0.06109456	-0.323782	-0.6973101	0.7447514	-0.6356059	-0.006528122	0.2677592	-0.6511399	-0.0680823	-0.2716899	-0.1605628	0.09424689	0.8442987	0.1348085	0.5299251	-0.635833	0.07511668	-0.7250963	-0.9704178	-0.2796475	
0.1885465	-0.8504277	-0.320272	0.1497666	0.6010364	-0.4016105	0.1089443	0.5350251	-0.5457632	-0.9133421	-0.7179853	0.1515244	-0.05763081	0.8021128	-0.4139266	0.5418048	0.4505911	-0.2557611	-0.9216458	0.3268119	-0.1199464	0.02282588	-0.9685342	0.1452817	-0.1747015	0.480274	-0.1853598	-0.6402168	-0.6592175	0.00545459	-0.8011518	-0.5096362	-0.2604537	0.476828	-0.4230351	-0.318569	0.5585824	-0.1297803	-0.6170838	0.1703966	0.8097053	0.09040708	0.3870175	0.1023048	-0.4771796	0.03887372	-0.7880979	-0.6640278	-0.02292668	0.9427332	-0.2883475	-0.389844	-0.730733	-0.3858178	0.2955237	-0.7703216	-0.6289244	-0.2195961	-0.566467	-0.6276964	
